"id","timestamp","rainfall","temperature","pyrano","humidity","wind_speed","angle","direction"
118329,"2025-04-11 00:00:00","0","23.593","0","95.142","0","73.5","Timur Timur Laut"
118330,"2025-04-11 00:04:00","0","23.55","0","95.088","0","128.5","Tenggara"
118331,"2025-04-11 00:05:00","0.3","23.577","0","95.169","0","129","Tenggara"
118332,"2025-04-11 00:06:00","0","24.156","0","95.225","0","124.9","Tenggara"
118333,"2025-04-11 00:07:00","0","29.588","0","95.679","0","96.6","Timur"
118334,"2025-04-11 00:08:00","0","25.256","0","100","0","100.8","Timur"
118335,"2025-04-11 00:09:00","0","24.1","0","100","0","111.6","Timur Tenggara"
118336,"2025-04-11 00:10:00","0.3","23.86","0","100","0","76.6","Timur Timur Laut"
118337,"2025-04-11 00:11:00","0","23.788","0","100","0","11.8","Utara"
118338,"2025-04-11 00:12:00","0","23.705","0","100","0","109","Timur Tenggara"
118339,"2025-04-11 00:13:00","0","23.761","0","100","0","109.5","Timur Tenggara"
118340,"2025-04-11 00:14:00","0","23.788","0","100","0","116.2","Timur Tenggara"
118341,"2025-04-11 00:15:00","0","23.705","0","100","1","112.1","Timur Tenggara"
118342,"2025-04-11 00:16:00","0","23.692","0","100","0","101.3","Timur Tenggara"
118343,"2025-04-11 00:17:00","0","23.732","0","100","0","101.8","Timur Tenggara"
118344,"2025-04-11 00:18:00","0","23.705","0","100","0","103.8","Timur Tenggara"
118345,"2025-04-11 00:19:00","0.3","23.705","0","100","0","106.9","Timur Tenggara"
118346,"2025-04-11 00:20:00","0","23.692","0","100","0","123.4","Timur Tenggara"
118347,"2025-04-11 00:21:00","0","23.676","0","100","0","111","Timur Tenggara"
118348,"2025-04-11 00:22:00","0","23.748","0","100","0","110","Timur Tenggara"
118349,"2025-04-11 00:23:00","0","23.844","0","100","0","114.6","Timur Tenggara"
118350,"2025-04-11 00:24:00","0","23.959","0","100","0","115.2","Timur Tenggara"
118351,"2025-04-11 00:25:00","0","23.732","0","100","0","74.5","Timur Timur Laut"
118352,"2025-04-11 00:26:00","0.3","23.844","0","100","0","113.6","Timur Tenggara"
118353,"2025-04-11 00:27:00","0","23.83","0","100","0","97.7","Timur"
118354,"2025-04-11 00:28:00","0","23.788","0","100","0","86.4","Timur"
118355,"2025-04-11 00:29:00","0","23.86","0","100","0","86.9","Timur"
118356,"2025-04-11 00:30:00","0","23.774","0","100","0","94.1","Timur"
118357,"2025-04-11 00:31:00","0.3","23.804","0","100","0","113.6","Timur Tenggara"
118358,"2025-04-11 00:32:00","0","23.844","0","100","0","113.6","Timur Tenggara"
118359,"2025-04-11 00:33:00","0","23.774","0","100","0","88.9","Timur"
118360,"2025-04-11 00:34:00","0","23.804","0","100","0","74","Timur Timur Laut"
118361,"2025-04-11 00:35:00","0","23.761","0","100","0","75.6","Timur Timur Laut"
118362,"2025-04-11 00:36:00","0","23.748","0","100","0","72.5","Timur Timur Laut"
118363,"2025-04-11 00:37:00","0","23.919","0","100","0","62.7","Timur Timur Laut"
118364,"2025-04-11 00:38:00","0","23.804","0","100","0","105.4","Timur Tenggara"
118365,"2025-04-11 00:39:00","0","23.9","0","100","0","105.4","Timur Tenggara"
118366,"2025-04-11 00:40:00","0.3","23.83","0","100","0","105.4","Timur Tenggara"
118367,"2025-04-11 00:41:00","0","23.86","0","100","0","105.9","Timur Tenggara"
118368,"2025-04-11 00:42:00","0","23.748","0","100","0","72","Timur Timur Laut"
118369,"2025-04-11 00:43:00","0","23.844","0","100","0","108","Timur Tenggara"
118370,"2025-04-11 00:44:00","0","23.732","0","100","0","98.2","Timur"
118371,"2025-04-11 00:45:00","0","23.732","0","100","0","103.8","Timur Tenggara"
118372,"2025-04-11 00:46:00","0","23.676","0","100","0","106.4","Timur Tenggara"
118373,"2025-04-11 00:47:00","0","23.804","0","100","0","102.3","Timur Tenggara"
118374,"2025-04-11 00:48:00","0","23.774","0","100","0","102.3","Timur Tenggara"
118375,"2025-04-11 00:49:00","0","23.804","0","100","0","102.3","Timur Tenggara"
118376,"2025-04-11 00:50:00","0","23.774","0","100","0","99.7","Timur"
118377,"2025-04-11 00:51:00","0.3","23.732","0","100","0","99.7","Timur"
118378,"2025-04-11 00:52:00","0","23.804","0","100","0","99.7","Timur"
118379,"2025-04-11 00:53:00","0","23.732","0","100","0","99.7","Timur"
118380,"2025-04-11 00:54:00","0","23.788","0","100","0","99.7","Timur"
118381,"2025-04-11 00:55:00","0","23.844","0","100","0","99.7","Timur"
118382,"2025-04-11 00:56:00","0","23.761","0","100","0","99.7","Timur"
118383,"2025-04-11 00:57:00","0","23.804","0","100","0","99.7","Timur"
118384,"2025-04-11 00:58:00","0","23.844","0","100","0","100.2","Timur"
118385,"2025-04-11 00:59:00","0","23.844","0","100","0","99.7","Timur"
118386,"2025-04-11 01:00:00","0.3","23.844","0","100","0","99.7","Timur"
118387,"2025-04-11 01:04:00","0","23.804","0","100","0","88.9","Timur"
118388,"2025-04-11 01:05:00","0","23.817","0","100","0","89.4","Timur"
118389,"2025-04-11 01:06:00","0","23.774","0","100","0","89.4","Timur"
118390,"2025-04-11 01:07:00","0","23.86","0","100","0","89.4","Timur"
118391,"2025-04-11 01:08:00","0","23.844","0","100","0","89.4","Timur"
118392,"2025-04-11 01:09:00","0","23.718","0","100","0","89.4","Timur"
118393,"2025-04-11 01:10:00","0","23.9","0","100","0","89.4","Timur"
118394,"2025-04-11 01:11:00","0","23.844","0","100","0","89.4","Timur"
118395,"2025-04-11 01:12:00","0","23.886","0","100","0","89.4","Timur"
118396,"2025-04-11 01:13:00","0","23.919","0","100","0","139.3","Tenggara"
118397,"2025-04-11 01:14:00","0","23.83","0","100","0","92","Timur"
118398,"2025-04-11 01:15:00","0","23.873","0","100","0","92.5","Timur"
118399,"2025-04-11 01:16:00","0.3","23.844","0","100","0","92.5","Timur"
118400,"2025-04-11 01:17:00","0","23.817","0","100","0","92.5","Timur"
118401,"2025-04-11 01:18:00","0","23.83","0","100","0","92.5","Timur"
118402,"2025-04-11 01:19:00","0","23.774","0","100","0","92.5","Timur"
118403,"2025-04-11 01:20:00","0","23.705","0","100","0","93","Timur"
118404,"2025-04-11 01:21:00","0","23.86","0","100","0","93","Timur"
118405,"2025-04-11 01:22:00","0","23.83","0","100","0","93","Timur"
118406,"2025-04-11 01:23:00","0","23.788","0","100","0","92.5","Timur"
118407,"2025-04-11 01:24:00","0","23.86","0","100","0","93","Timur"
118408,"2025-04-11 01:25:00","0","23.9","0","100","0","93","Timur"
118409,"2025-04-11 01:26:00","0","23.774","0","100","0","111","Timur Tenggara"
118410,"2025-04-11 01:27:00","0","23.9","0","100","0","105.9","Timur Tenggara"
118411,"2025-04-11 01:28:00","0","23.788","0","100","0","105.9","Timur Tenggara"
118412,"2025-04-11 01:29:00","0.3","23.83","0","100","0","105.9","Timur Tenggara"
118413,"2025-04-11 01:30:00","0","23.86","0","100","0","105.9","Timur Tenggara"
118414,"2025-04-11 01:31:00","0","23.988","0","100","0","3.6","Utara"
118415,"2025-04-11 01:32:00","0","23.844","0","100","0","98.7","Timur"
118416,"2025-04-11 01:33:00","0","23.732","0","100","0","96.1","Timur"
118417,"2025-04-11 01:34:00","0","23.817","0","100","0","98.2","Timur"
118418,"2025-04-11 01:35:00","0","23.774","0","100","0","118.8","Timur Tenggara"
118419,"2025-04-11 01:36:00","0","23.774","0","100","0","118.2","Timur Tenggara"
118420,"2025-04-11 01:37:00","0","23.817","0","100","0","73.5","Timur Timur Laut"
118421,"2025-04-11 01:38:00","0","23.873","0","100","0","51.4","Timur Laut"
